user_id,stars,categories,date
3eystYBQINAG1tlRBk215A,good,Breakfast & Brunch,2014-09-25
aCl_PJn2uHT2i-daGEszBw,good,Breakfast & Brunch,2015-05-07
Dmvqb5TVcfHq8TMW20zJww,good,Breakfast & Brunch,2015-06-16
SOl-_nATymJq6r0-NL7LgQ,good,Breakfast & Brunch,2015-06-29
CFh9jAl5_DUSgNBA5bP5RQ,good,Breakfast & Brunch,2015-08-23
vy2cfH6muKKux05a5pvnqg,good,Breakfast & Brunch,2015-10-25
hRbOBFBWCs-z7lu4HhIm5g,good,Breakfast & Brunch,2016-05-12
kAFccaTcFR9va9uigTHCNg,bad,Breakfast & Brunch,2016-06-11
4d6gHTch3Mytp02o-tzV9Q,good,Italian,2007-08-14
-kep1OMASW13zZxbrRmXag,good,Italian,2008-01-13
GFLvPozOh5m_n1MYGdHpFQ,good,Italian,2009-08-15
_S8zEPxR0DRxIJ6YjoObfA,good,Italian,2010-02-17
cqox9oe5IAS9tR7iYhtX7Q,good,Italian,2010-02-18
072tu2_MFWmw-jb1O6DQYg,good,Italian,2010-03-13
MinNxg1k6s9xpZKRw41NnA,good,Italian,2010-07-21
UCOssThZufcqehMMe6OA0g,good,Italian,2011-01-13
2cvC1yfkqbOKUgoQTxfzfg,good,Italian,2011-02-21
9cCTmiJ7hz35rHIdr8n9kA,good,Italian,2011-03-13
Lbdzh6Qn5S1O5ENrr7n2wA,bad,Italian,2011-03-14
9cCTmiJ7hz35rHIdr8n9kA,good,Italian,2011-04-09
UXQzUyOnihbH0K_yCpK1zA,good,Italian,2011-07-17
9cCTmiJ7hz35rHIdr8n9kA,good,Italian,2011-10-17
k-a1aAKB0f6w5sHDDEO4IA,bad,Italian,2012-01-02
tx4XvjDlactzL7SlNnR9XQ,good,Italian,2012-01-02
rS5-P1HVtZMyIQ_f1Es0uA,good,Italian,2012-03-18
PRTVZdLWYmhozxkplGA9qQ,good,Italian,2012-04-01
nEYPahVwXGD2Pjvgkm7QqQ,bad,Italian,2012-08-02
tCNt0WFUwqNC997W7kk3Ew,good,Italian,2012-08-12
3_MuuYvWx7h5GgfCtfrZiA,bad,Italian,2012-08-14
FB8T3L1w2s88qjdvX6upGQ,bad,Italian,2012-08-21
f9LuLzqLMNJJoV3zmu6dBA,good,Italian,2012-09-17
r_96n9O0jNzbNCZDkSB0EQ,bad,Italian,2013-03-09
2DHpTXHN5niohBH9oAUHKg,bad,Italian,2013-03-12
8xckX9C5cojQaT32P927iA,good,Italian,2013-05-26
0LzlRSXLhEsVSWFEvW_5yg,good,Italian,2013-07-11
D-tr1j_30GwKSB3e_WOYCg,good,Italian,2013-09-29
xb6zEQCw9I-Gl0g06e1KsQ,good,Italian,2013-12-03
0fHA8u20wh1z1u0ANsiBLA,bad,Italian,2013-12-26
cM9e72mfMtKKRmCnS1VGCA,good,Italian,2014-02-02
dKZYPAw7K64Cqbvys4T50A,good,Italian,2014-02-24
zJzMAZtNiEOuC2wgDOmm7Q,good,Italian,2014-03-03
05ehdct-bF7YLTZTZvB5rA,good,Italian,2014-05-19
Pe4QxbvKhLFHWiypevdmQg,good,Italian,2014-07-05
rOJCi7LEiOlxbhHu5BjIhQ,good,Italian,2014-07-29
KZVgUYGt4eww_GwJ2F0MrQ,bad,Italian,2014-08-03
O61gWYtGlj1ZN7bmZR5slQ,good,Italian,2014-09-17
k-TbSrTfjDO1Hj-eh4Bqmw,good,Italian,2014-09-30
GFLvPozOh5m_n1MYGdHpFQ,bad,Italian,2014-10-06
bmy45XLtOomcc_EvC-lXRQ,bad,Italian,2014-11-21
wW6WVbMCUz67rkp5QEUCmA,bad,Italian,2014-11-28
de1ezdAIndz2IhdhOdaUVw,bad,Italian,2014-12-15
VztueYW-kYYPtz_Rxn8Zvw,bad,Italian,2014-12-19
kRm_weZiIXfG3TRmCaRVuw,good,Italian,2014-12-29
K85xG36wWOpR57ZgJqc5yg,good,Italian,2015-01-18
3JCJYpQpNDC6lmA7JFFIbw,bad,Italian,2015-02-07
xMB0XrFRuQr6mJtNzz_a8Q,good,Italian,2015-02-24
2Az24juAhTJtmlqr5UWXSQ,good,Italian,2015-03-02
_OZjJ-QCY0XEQqce7Pn8bQ,good,Italian,2015-03-06
-mkeftjZkAAmAegAlgZY_Q,good,Italian,2015-03-13
R_uUXIz6xZpKNlg0-op_PQ,bad,Italian,2015-03-15
GcBAIs4pzeK6OzHpawgZlg,bad,Italian,2015-05-11
Rpq_EBfyJet6qNQp-LgIsQ,good,Italian,2015-05-30
4-S8aXcF_CPC1vKxylZFZg,good,Italian,2015-06-18
kq4n1fhBQe-Q5SIhHRbeAQ,good,Italian,2015-07-02
EcbIKRBoLvk4Ek8ro1HbfA,good,Italian,2015-07-03
HhHb3MD6A36UFDfvhpGy4w,good,Italian,2015-07-08
GMWDSV6_MzQQv39K9f2aXQ,bad,Italian,2015-07-12
kWkgwRxqWD-h260dMTkHUA,good,Italian,2015-08-01
0xEoFR2XXPKFAOMw0AcoZg,good,Italian,2015-08-20
Goc0_M_Y4ZYyNzenqfjTMw,bad,Italian,2015-12-04
6THF1ChuzvAC0_sFXrYJTg,bad,Italian,2016-01-01
F8vQiZCBp-ivcvQnynaNkA,good,Italian,2016-01-02
85GJq0VD8lIPFVNKjxP2iA,bad,Italian,2016-01-10
N03QHIGU6qajhQmQgQXGew,bad,Italian,2016-02-06
AvtMn8MRC9C_72FvkgvwaQ,good,Italian,2016-02-28
24VCi4fDt9cyn9NVLuq6MQ,good,Italian,2016-03-13
9Vt-WropXlpUIaSKeo5jkQ,good,Italian,2016-03-22
iJA02NtyyUSF-aQEmpt2zA,good,Italian,2016-04-26
ef03GSj9wTHQWHoszlzehg,good,Italian,2016-04-28
2yDqKKQL-RJmPzKFAFulVA,good,Italian,2016-05-14
78zOBUbMM0bAXi8TBL4Yew,good,Italian,2016-05-22
tDZLuv2IGOZTJVwoIpdImQ,good,Italian,2016-06-02
2yDqKKQL-RJmPzKFAFulVA,bad,Italian,2016-06-02
Hkn625nfsEgl0pAMkAcmQQ,good,Italian,2016-06-10
hUJP8K43SbF8kvDwJS8kWQ,good,Italian,2016-06-18
5WkFWx2EldfiftwGC_NXzw,bad,Italian,2016-06-27
QhlwtnBGfhsJWaQUi37MMQ,good,Italian,2016-07-15
2KprdTqEYEzNDJo_2GOB1Q,bad,Italian,2015-05-04
w16jpVr-b-0gd6YHwnIarg,good,Italian,2015-06-08
g5KErw83-ik9GjD_BFiTjw,bad,Italian,2016-04-07
kSximKjq5OprHfYCza3FNQ,bad,Italian,2016-05-18
y9qnN2hUtzXUfNXeWh2GwA,bad,American,2013-09-28
5iYis_-EF5RDfjo9yPsoFw,bad,American,2013-12-04
8GccAq9PTpIWlp0gnCHoRQ,bad,American,2014-10-05
4DrkZqFqLcyRcLWuQUXFeQ,bad,American,2015-03-23
Cl42lTPO3mcdNecMCy7-Sg,bad,American,2015-05-26
1YMtI8E4WKh5eE1ZYRQaSw,good,American,2016-01-05
1kED-QqEAVuIwgEGjOgETA,good,American,2016-01-17
hMbI4Rmee--bMbu-JNbsEw,bad,American,2016-03-12
U81oP7atP4QvSmrW4f7gwg,bad,American,2016-03-27
nD5o0ctwcvItgDVnUyZ27Q,bad,American,2016-04-17
7DeM4C66zVflYNrZn_Vv9g,good,Coffee & Tea,2009-06-10
WMTm9HHRA3EewoxTX1Gleg,good,Coffee & Tea,2009-06-24
T_wjLgPOPXry7Bea4MzoVQ,good,Coffee & Tea,2009-11-10
vjcjHR3G_Vu-Ruo5JcLtWA,bad,Coffee & Tea,2009-11-10
bvu13GyOUwhEjPum2xjiqQ,bad,Coffee & Tea,2011-05-12
xTzu_aNCPiie5Vj11cAxyQ,good,Coffee & Tea,2012-03-04
bSkco4ZdB7REFtDsJUVrDA,good,Coffee & Tea,2012-05-24
nEYPahVwXGD2Pjvgkm7QqQ,good,Coffee & Tea,2013-01-27
-xPKyCJiK9q1OFZ7GCZwBw,good,Coffee & Tea,2013-06-26
Q3fFv_ft17OyV-NRF1iQxw,good,Coffee & Tea,2013-08-23
o9XGClSBzCsQxbcCzTPdnQ,good,Coffee & Tea,2014-01-06
6Mflt7fworNLu031TDrDSA,bad,Coffee & Tea,2014-02-11
FKosz9ExVLhsrITQk5xl4g,good,Coffee & Tea,2014-02-20
RSExP0-Boucr4QyIEzZi0A,bad,Coffee & Tea,2014-02-21
1NqTU6vbr6xdI1hDUlJ_dA,good,Coffee & Tea,2014-08-21
JPPhyFE-UE453zA6K0TVgw,good,Coffee & Tea,2014-11-22
e7lJwGbdJsrFziQoXKNJ6w,bad,Coffee & Tea,2015-06-28
W5mmO5HIk-qc0GzH6yhyyw,good,Coffee & Tea,2015-11-23
9HCfCmd0t5GErgm7He6AeQ,good,Coffee & Tea,2015-12-08
rONxiM8Hafy5kba3ZLoCbA,bad,Coffee & Tea,2016-05-15
gfagwUKzS9bL89oUv32ecw,good,Coffee & Tea,2016-05-15
SLierwYJc62TIZG-CCokSg,good,Coffee & Tea,2016-07-11
_vS9qNQvx8wVUOIkj4qfAg,good,American,2011-03-28
jLOSvOEy5o8Ig-Qz7n674A,bad,American,2015-10-20
E_y4NmvFxh-covBSqDj3mg,good,American,2015-12-08
-V4cUmLyjk6Cv3hS0jw3hw,good,American,2009-01-04
WMTm9HHRA3EewoxTX1Gleg,good,American,2009-06-24
b6xBiEt5iQ_HZ41Qh_ZNIA,good,American,2010-06-01
YTHnhkhUY9m83m915xsjJg,bad,American,2010-06-02
nCi-BpCo_4iNFPb4QWUL6w,bad,American,2010-12-19
PwANTxC5mSWGVeSvU1zbYg,good,American,2011-01-06
Enzdhh-rV5JgC4lgg0IdFw,bad,American,2011-03-05
cF2CgY-_zNTBtQpaP_CeVw,bad,American,2011-05-26
9cCTmiJ7hz35rHIdr8n9kA,bad,American,2011-06-06
B5WkNWDxZ-baWoQc6DBNHA,good,American,2011-10-21
M88CCGSukC27xGwRlXEYbQ,bad,American,2011-12-20
Ho81ttYVMgJBo7iFC4ms3Q,bad,American,2011-12-29
CVHIy3cgxPIPy1Pja5uucA,bad,American,2012-03-06
uPp_2Ni_-I5jwzfu182Xpw,bad,American,2012-03-13
7JDMwDRjhGFEpsL_vqKyRQ,bad,American,2012-04-03
aAfpB9jz5dr4S2HLXpYWDA,bad,American,2012-07-19
igSbsyeE2C0_17dFt_y_dQ,good,American,2012-08-09
-OUKIatcSXuF-40IHcarwA,good,American,2012-08-20
EMkRwX30qwweJueShN_D2w,bad,American,2012-10-07
x1Sc-S5HgZKhlb32yUudVA,bad,American,2013-01-25
XbSiZYwYssx92cGJQV2STw,bad,American,2013-04-03
UD7Y1CqfY6mDmRwIuCf6nA,bad,American,2013-05-14
uNQpJ7tmHxvlwe-2VOVGVw,bad,American,2013-05-19
ltUtdCO_VuaB_LrPsYWigg,bad,American,2013-06-17
y9qnN2hUtzXUfNXeWh2GwA,bad,American,2013-06-28
Q3fFv_ft17OyV-NRF1iQxw,good,American,2014-01-15
9b6REasjDBQAYDpXcKQ2NQ,bad,American,2014-05-03
IhMklaOEnKAuonG-mG8Ocw,bad,American,2014-05-13
YhT-EwajidHmw71DgRtdYA,bad,American,2014-06-04
4DrkZqFqLcyRcLWuQUXFeQ,bad,American,2014-07-11
ApznhoFndCTsWsbmXEqDuA,bad,American,2014-07-29
JAU8sjjfuZkvVNUJST16RQ,bad,American,2014-08-09
XarzTeuXA5Q-Fm3A5QKpoQ,bad,American,2014-08-28
jThUkO26of_9arLY5zUszg,good,American,2014-10-15
lARSkAyvPCBOl67dZKMYwQ,bad,American,2014-11-23
6QhWTugzBJ3cdv2N4WZcSA,bad,American,2015-01-11
nYKao-8w_IOj4Mv8QWb2vg,good,American,2015-03-14
KSS6v5fcZNoelu4eEZCFcw,bad,American,2015-04-04
q2ccFmRoK0lkkRPosgKFFg,good,American,2015-04-28
840kk_3SllERwrjcfk87sw,good,American,2015-05-16
dA9Req-YGl_1icoJN9OlKQ,bad,American,2015-06-18
KsPJL0F0o-ZE7Tk5kxORnQ,bad,American,2015-07-16
R4Z9gsIYkRqzFmYvGFMyPQ,bad,American,2015-07-21
XSDmg3kZfKBJvwRe9GHW7w,bad,American,2015-12-13
NorNYrCESas_guipKZd2bA,bad,American,2016-01-02
er16Be8CFL4DWjRX84lxyw,bad,American,2016-01-07
WzaaorVCmUTQvu4mScunNg,bad,American,2016-02-04
4PNVWMPfC1PMzyoYfjrcHw,bad,American,2016-02-13
And74LzjUDX4ssXHAqRVpA,good,American,2016-02-17
WzEm2RV9E639H4ymeIWcyA,bad,American,2016-02-25
rY_iRQkpRLd1dTEYcAQsaA,bad,American,2016-03-19
zAFP4JJ8Vy_LO70I-DGWzw,bad,American,2016-03-22
hFm4g3cyNvGFcj0eHjMJnA,bad,American,2016-07-09
5iYis_-EF5RDfjo9yPsoFw,bad,American,2016-07-16
nCi-BpCo_4iNFPb4QWUL6w,good,American,2010-04-15
tPUGLlDZLF7HrOC46NqTOA,good,American,2010-04-16
_vS9qNQvx8wVUOIkj4qfAg,good,American,2011-03-20
oYScNHEY4tpdZv73Rb1JwQ,good,American,2011-08-27
FixW3C_F5FXggMLZIZMOag,good,American,2011-09-03
neBCZl1X_pDl11y7nVYFoQ,good,American,2012-01-21
FSSkTatYo-y8se7neCfJUA,good,American,2012-02-09
qeNsxc0SRZ81tJ6FI9gR8Q,bad,American,2012-08-04
J_q8jN623uew8ZzMChXBCA,bad,American,2013-05-20
I_47G-R2_egp7ME5u_ltew,bad,American,2013-07-02
op2Gve4sAMQ4qEzq2Tad0g,good,American,2013-09-15
P2g9lmWLF1k4i15vZM0vfQ,good,American,2014-01-07
XeiKNx2LOdHWGILzgaybnA,bad,American,2014-03-20
JPPhyFE-UE453zA6K0TVgw,good,American,2014-09-13
Xez2YmtfrixCNZe2CagFRw,good,American,2015-01-05
I_47G-R2_egp7ME5u_ltew,good,American,2015-02-07
O8D8syvoblnAu_HStkm-lw,good,American,2015-03-08
4DrkZqFqLcyRcLWuQUXFeQ,good,American,2015-03-21
2BYGvFAgV87LgIk4EqLtwg,good,American,2015-04-06
WXSg_yg7dRuHUrtJnL-cow,good,American,2015-04-24
HZgZrofpetmiBXMsRupMHw,good,American,2015-05-07
PSbFVAJMrG0fvTv-Q9GI6w,good,American,2015-07-10
LPU8UwGVoTanjSOgKoYQ4Q,good,American,2015-08-10
JHuDG3Zphe0GZU11OxgXdQ,good,American,2015-09-14
KSS6v5fcZNoelu4eEZCFcw,good,American,2015-11-23
hCfRm-W1tNqYb_Zscq5XoQ,good,American,2015-12-13
tDZLuv2IGOZTJVwoIpdImQ,good,American,2016-01-08
g5r6AqCOgt3Lnl_RSqUj7w,good,American,2016-02-21
pl78RcFgklDns8atQegwVA,good,American,2016-02-24
UIKLhVCsKWYLuJIvfoboCw,good,American,2016-03-05
SYPXQVAVhtUBtssI_R5-4g,good,American,2016-04-18
Xd3zFGbmlSharfS528XDEA,bad,American,2016-04-23
58tIKe_fr4uEBSQ5ZX6dHQ,good,American,2016-07-16
rjsx6_pSqwl0zuiwa_tI2g,good,American,2007-11-20
9fqpNMXpJZzHchhzx-Vwtw,bad,American,2008-01-27
7uxXuCcpw9-mUS3OJVw8aQ,good,American,2009-05-24
KnLObhXcuk90MImbp5RCpQ,bad,American,2009-06-18
WMTm9HHRA3EewoxTX1Gleg,good,American,2009-06-24
bvu13GyOUwhEjPum2xjiqQ,bad,American,2010-11-27
_vS9qNQvx8wVUOIkj4qfAg,good,American,2010-11-28
aROP9D7ev2JMQTBWit-kYg,bad,American,2011-05-13
FSZaOuAQL9eBz1a61d0B2Q,good,American,2011-07-13
7R79mN6iJNU6o0CI1aBesA,good,American,2011-07-16
Nhvkukz5MECqEUQVfh6A6w,good,American,2011-10-02
Enzdhh-rV5JgC4lgg0IdFw,bad,American,2012-01-21
bSkco4ZdB7REFtDsJUVrDA,good,American,2012-03-02
oOUpBcRmerN5Eb6AkGp2wA,good,American,2012-04-16
LwEfyIPU8woMqZsKqrf7NA,bad,American,2012-04-23
-OUKIatcSXuF-40IHcarwA,good,American,2012-08-22
NkwnzWL-2xarGzJqdZt8Kg,good,American,2012-08-24
Mzd8g_A1pE8okijGPmwkUw,good,American,2012-09-29
UD7Y1CqfY6mDmRwIuCf6nA,good,American,2012-10-22
L2ne7hSJDy0U6sBD8wVaQA,good,American,2013-03-10
X9PkJksjTibFgC69cu0_hw,bad,American,2013-03-15
SLFFql08ndgemixpHfKhcw,bad,American,2013-03-30
2VqU7uoDeiE8OUL14Ce5Ig,bad,American,2013-04-09
ytgLwKzD6B4af5vW56RpJg,good,American,2013-04-23
C3FWs14bTLo8Y-THOGIUtw,good,American,2013-05-11
-xPKyCJiK9q1OFZ7GCZwBw,good,American,2013-07-01
AVrY4uj14hOBI9yh3iE1KQ,good,American,2013-07-03
Fc9bIArpenZkJH4fFc4EEg,good,American,2013-07-07
1yesvpTW_EGykpHK0W8ayA,bad,American,2013-07-14
-Yg14AIbCHsuohf6zqVvQw,bad,American,2013-12-29
W9ZG5q-QIblXYeHgaPS5Uw,bad,American,2014-01-17
WzaaorVCmUTQvu4mScunNg,good,American,2014-03-27
